,Chapter Name,Chapter Number,Verse Number,Arabic Text
583,النساء,4,91,ستجدون آخرين يريدون أن يأمنوكم ويأمنوا قومهم كل ما ردوا إلى الفتنة أركسوا فيها ۚ فإن لم يعتزلوكم ويلقوا إليكم السلم ويكفوا أيديهم فخذوهم واقتلوهم حيث ثقفتموهم ۚ وأولئكم جعلنا لكم عليهم سلطانا مبينا
584,النساء,4,92,وما كان لمؤمن أن يقتل مؤمنا إلا خطأ ۚ ومن قتل مؤمنا خطأ فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا ۚ فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة ۖ وإن كان من قوم بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة ۖ فمن لم يجد فصيام شهرين متتابعين توبة من الله ۗ وكان الله عليما حكيما
585,النساء,4,93,ومن يقتل مؤمنا متعمدا فجزاؤه جهنم خالدا فيها وغضب الله عليه ولعنه وأعد له عذابا عظيما
586,النساء,4,94,يا أيها الذين آمنوا إذا ضربتم في سبيل الله فتبينوا ولا تقولوا لمن ألقى إليكم السلام لست مؤمنا تبتغون عرض الحياة الدنيا فعند الله مغانم كثيرة ۚ كذلك كنتم من قبل فمن الله عليكم فتبينوا ۚ إن الله كان بما تعملون خبيرا
587,النساء,4,95,لا يستوي القاعدون من المؤمنين غير أولي الضرر والمجاهدون في سبيل الله بأموالهم وأنفسهم ۚ فضل الله المجاهدين بأموالهم وأنفسهم على القاعدين درجة ۚ وكلا وعد الله الحسنى ۚ وفضل الله المجاهدين على القاعدين أجرا عظيما
588,النساء,4,96,درجات منه ومغفرة ورحمة ۚ وكان الله غفورا رحيما
589,النساء,4,97,إن الذين توفاهم الملائكة ظالمي أنفسهم قالوا فيم كنتم ۖ قالوا كنا مستضعفين في الأرض ۚ قالوا ألم تكن أرض الله واسعة فتهاجروا فيها ۚ فأولئك مأواهم جهنم ۖ وساءت مصيرا
590,النساء,4,98,إلا المستضعفين من الرجال والنساء والولدان لا يستطيعون حيلة ولا يهتدون سبيلا
591,النساء,4,99,فأولئك عسى الله أن يعفو عنهم ۚ وكان الله عفوا غفورا
592,النساء,4,100,۞ ومن يهاجر في سبيل الله يجد في الأرض مراغما كثيرا وسعة ۚ ومن يخرج من بيته مهاجرا إلى الله ورسوله ثم يدركه الموت فقد وقع أجره على الله ۗ وكان الله غفورا رحيما
593,النساء,4,101,وإذا ضربتم في الأرض فليس عليكم جناح أن تقصروا من الصلاة إن خفتم أن يفتنكم الذين كفروا ۚ إن الكافرين كانوا لكم عدوا مبينا
594,النساء,4,102,وإذا كنت فيهم فأقمت لهم الصلاة فلتقم طائفة منهم معك وليأخذوا أسلحتهم فإذا سجدوا فليكونوا من ورائكم ولتأت طائفة أخرى لم يصلوا فليصلوا معك وليأخذوا حذرهم وأسلحتهم ۗ ود الذين كفروا لو تغفلون عن أسلحتكم وأمتعتكم فيميلون عليكم ميلة واحدة ۚ ولا جناح عليكم إن كان بكم أذى من مطر أو كنتم مرضى أن تضعوا أسلحتكم ۖ وخذوا حذركم ۗ إن الله أعد للكافرين عذابا مهينا
595,النساء,4,103,فإذا قضيتم الصلاة فاذكروا الله قياما وقعودا وعلى جنوبكم ۚ فإذا اطمأننتم فأقيموا الصلاة ۚ إن الصلاة كانت على المؤمنين كتابا موقوتا
596,النساء,4,104,ولا تهنوا في ابتغاء القوم ۖ إن تكونوا تألمون فإنهم يألمون كما تألمون ۖ وترجون من الله ما لا يرجون ۗ وكان الله عليما حكيما
597,النساء,4,105,إنا أنزلنا إليك الكتاب بالحق لتحكم بين الناس بما أراك الله ۚ ولا تكن للخائنين خصيما
598,النساء,4,106,واستغفر الله ۖ إن الله كان غفورا رحيما
599,النساء,4,107,ولا تجادل عن الذين يختانون أنفسهم ۚ إن الله لا يحب من كان خوانا أثيما
600,النساء,4,108,يستخفون من الناس ولا يستخفون من الله وهو معهم إذ يبيتون ما لا يرضى من القول ۚ وكان الله بما يعملون محيطا
601,النساء,4,109,ها أنتم هؤلاء جادلتم عنهم في الحياة الدنيا فمن يجادل الله عنهم يوم القيامة أم من يكون عليهم وكيلا
602,النساء,4,110,ومن يعمل سوءا أو يظلم نفسه ثم يستغفر الله يجد الله غفورا رحيما
603,النساء,4,111,ومن يكسب إثما فإنما يكسبه على نفسه ۚ وكان الله عليما حكيما
604,النساء,4,112,ومن يكسب خطيئة أو إثما ثم يرم به بريئا فقد احتمل بهتانا وإثما مبينا
605,النساء,4,113,ولولا فضل الله عليك ورحمته لهمت طائفة منهم أن يضلوك وما يضلون إلا أنفسهم ۖ وما يضرونك من شيء ۚ وأنزل الله عليك الكتاب والحكمة وعلمك ما لم تكن تعلم ۚ وكان فضل الله عليك عظيما
606,النساء,4,114,۞ لا خير في كثير من نجواهم إلا من أمر بصدقة أو معروف أو إصلاح بين الناس ۚ ومن يفعل ذلك ابتغاء مرضات الله فسوف نؤتيه أجرا عظيما
607,النساء,4,115,ومن يشاقق الرسول من بعد ما تبين له الهدى ويتبع غير سبيل المؤمنين نوله ما تولى ونصله جهنم ۖ وساءت مصيرا
608,النساء,4,116,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء ۚ ومن يشرك بالله فقد ضل ضلالا بعيدا
609,النساء,4,117,إن يدعون من دونه إلا إناثا وإن يدعون إلا شيطانا مريدا
610,النساء,4,118,لعنه الله ۘ وقال لأتخذن من عبادك نصيبا مفروضا
611,النساء,4,119,ولأضلنهم ولأمنينهم ولآمرنهم فليبتكن آذان الأنعام ولآمرنهم فليغيرن خلق الله ۚ ومن يتخذ الشيطان وليا من دون الله فقد خسر خسرانا مبينا
612,النساء,4,120,يعدهم ويمنيهم ۖ وما يعدهم الشيطان إلا غرورا
613,النساء,4,121,أولئك مأواهم جهنم ولا يجدون عنها محيصا
614,النساء,4,122,والذين آمنوا وعملوا الصالحات سندخلهم جنات تجري من تحتها الأنهار خالدين فيها أبدا ۖ وعد الله حقا ۚ ومن أصدق من الله قيلا
615,النساء,4,123,ليس بأمانيكم ولا أماني أهل الكتاب ۗ من يعمل سوءا يجز به ولا يجد له من دون الله وليا ولا نصيرا
616,النساء,4,124,ومن يعمل من الصالحات من ذكر أو أنثى وهو مؤمن فأولئك يدخلون الجنة ولا يظلمون نقيرا
617,النساء,4,125,ومن أحسن دينا ممن أسلم وجهه لله وهو محسن واتبع ملة إبراهيم حنيفا ۗ واتخذ الله إبراهيم خليلا
618,النساء,4,126,ولله ما في السماوات وما في الأرض ۚ وكان الله بكل شيء محيطا
619,النساء,4,127,ويستفتونك في النساء ۖ قل الله يفتيكم فيهن وما يتلى عليكم في الكتاب في يتامى النساء اللاتي لا تؤتونهن ما كتب لهن وترغبون أن تنكحوهن والمستضعفين من الولدان وأن تقوموا لليتامى بالقسط ۚ وما تفعلوا من خير فإن الله كان به عليما
620,النساء,4,128,وإن امرأة خافت من بعلها نشوزا أو إعراضا فلا جناح عليهما أن يصلحا بينهما صلحا ۚ والصلح خير ۗ وأحضرت الأنفس الشح ۚ وإن تحسنوا وتتقوا فإن الله كان بما تعملون خبيرا
621,النساء,4,129,ولن تستطيعوا أن تعدلوا بين النساء ولو حرصتم ۖ فلا تميلوا كل الميل فتذروها كالمعلقة ۚ وإن تصلحوا وتتقوا فإن الله كان غفورا رحيما
622,النساء,4,130,وإن يتفرقا يغن الله كلا من سعته ۚ وكان الله واسعا حكيما
623,النساء,4,131,ولله ما في السماوات وما في الأرض ۗ ولقد وصينا الذين أوتوا الكتاب من قبلكم وإياكم أن اتقوا الله ۚ وإن تكفروا فإن لله ما في السماوات وما في الأرض ۚ وكان الله غنيا حميدا
624,النساء,4,132,ولله ما في السماوات وما في الأرض ۚ وكفى بالله وكيلا
625,النساء,4,133,إن يشأ يذهبكم أيها الناس ويأت بآخرين ۚ وكان الله على ذلك قديرا
626,النساء,4,134,من كان يريد ثواب الدنيا فعند الله ثواب الدنيا والآخرة ۚ وكان الله سميعا بصيرا
627,النساء,4,135,۞ يا أيها الذين آمنوا كونوا قوامين بالقسط شهداء لله ولو على أنفسكم أو الوالدين والأقربين ۚ إن يكن غنيا أو فقيرا فالله أولى بهما ۖ فلا تتبعوا الهوى أن تعدلوا ۚ وإن تلووا أو تعرضوا فإن الله كان بما تعملون خبيرا
628,النساء,4,136,يا أيها الذين آمنوا آمنوا بالله ورسوله والكتاب الذي نزل على رسوله والكتاب الذي أنزل من قبل ۚ ومن يكفر بالله وملائكته وكتبه ورسله واليوم الآخر فقد ضل ضلالا بعيدا
629,النساء,4,137,إن الذين آمنوا ثم كفروا ثم آمنوا ثم كفروا ثم ازدادوا كفرا لم يكن الله ليغفر لهم ولا ليهديهم سبيلا
630,النساء,4,138,بشر المنافقين بأن لهم عذابا أليما
631,النساء,4,139,الذين يتخذون الكافرين أولياء من دون المؤمنين ۚ أيبتغون عندهم العزة فإن العزة لله جميعا
632,النساء,4,140,وقد نزل عليكم في الكتاب أن إذا سمعتم آيات الله يكفر بها ويستهزأ بها فلا تقعدوا معهم حتى يخوضوا في حديث غيره ۚ إنكم إذا مثلهم ۗ إن الله جامع المنافقين والكافرين في جهنم جميعا
633,النساء,4,141,الذين يتربصون بكم فإن كان لكم فتح من الله قالوا ألم نكن معكم وإن كان للكافرين نصيب قالوا ألم نستحوذ عليكم ونمنعكم من المؤمنين ۚ فالله يحكم بينكم يوم القيامة ۗ ولن يجعل الله للكافرين على المؤمنين سبيلا
634,النساء,4,142,إن المنافقين يخادعون الله وهو خادعهم وإذا قاموا إلى الصلاة قاموا كسالى يراءون الناس ولا يذكرون الله إلا قليلا
635,النساء,4,143,مذبذبين بين ذلك لا إلى هؤلاء ولا إلى هؤلاء ۚ ومن يضلل الله فلن تجد له سبيلا
636,النساء,4,144,يا أيها الذين آمنوا لا تتخذوا الكافرين أولياء من دون المؤمنين ۚ أتريدون أن تجعلوا لله عليكم سلطانا مبينا
637,النساء,4,145,إن المنافقين في الدرك الأسفل من النار ولن تجد لهم نصيرا
638,النساء,4,146,إلا الذين تابوا وأصلحوا واعتصموا بالله وأخلصوا دينهم لله فأولئك مع المؤمنين ۖ وسوف يؤت الله المؤمنين أجرا عظيما
639,النساء,4,147,ما يفعل الله بعذابكم إن شكرتم وآمنتم ۚ وكان الله شاكرا عليما
640,النساء,4,148,۞ لا يحب الله الجهر بالسوء من القول إلا من ظلم ۚ وكان الله سميعا عليما
641,النساء,4,149,إن تبدوا خيرا أو تخفوه أو تعفوا عن سوء فإن الله كان عفوا قديرا
642,النساء,4,150,إن الذين يكفرون بالله ورسله ويريدون أن يفرقوا بين الله ورسله ويقولون نؤمن ببعض ونكفر ببعض ويريدون أن يتخذوا بين ذلك سبيلا
643,النساء,4,151,أولئك هم الكافرون حقا ۚ وأعتدنا للكافرين عذابا مهينا
644,النساء,4,152,والذين آمنوا بالله ورسله ولم يفرقوا بين أحد منهم أولئك سوف يؤتيهم أجورهم ۗ وكان الله غفورا رحيما
645,النساء,4,153,يسألك أهل الكتاب أن تنزل عليهم كتابا من السماء ۚ فقد سألوا موسى أكبر من ذلك فقالوا أرنا الله جهرة فأخذتهم الصاعقة بظلمهم ۚ ثم اتخذوا العجل من بعد ما جاءتهم البينات فعفونا عن ذلك ۚ وآتينا موسى سلطانا مبينا
646,النساء,4,154,ورفعنا فوقهم الطور بميثاقهم وقلنا لهم ادخلوا الباب سجدا وقلنا لهم لا تعدوا في السبت وأخذنا منهم ميثاقا غليظا
647,النساء,4,155,فبما نقضهم ميثاقهم وكفرهم بآيات الله وقتلهم الأنبياء بغير حق وقولهم قلوبنا غلف ۚ بل طبع الله عليها بكفرهم فلا يؤمنون إلا قليلا
648,النساء,4,156,وبكفرهم وقولهم على مريم بهتانا عظيما
649,النساء,4,157,وقولهم إنا قتلنا المسيح عيسى ابن مريم رسول الله وما قتلوه وما صلبوه ولكن شبه لهم ۚ وإن الذين اختلفوا فيه لفي شك منه ۚ ما لهم به من علم إلا اتباع الظن ۚ وما قتلوه يقينا
650,النساء,4,158,بل رفعه الله إليه ۚ وكان الله عزيزا حكيما
651,النساء,4,159,وإن من أهل الكتاب إلا ليؤمنن به قبل موته ۖ ويوم القيامة يكون عليهم شهيدا
652,النساء,4,160,فبظلم من الذين هادوا حرمنا عليهم طيبات أحلت لهم وبصدهم عن سبيل الله كثيرا
653,النساء,4,161,وأخذهم الربا وقد نهوا عنه وأكلهم أموال الناس بالباطل ۚ وأعتدنا للكافرين منهم عذابا أليما
654,النساء,4,162,لكن الراسخون في العلم منهم والمؤمنون يؤمنون بما أنزل إليك وما أنزل من قبلك ۚ والمقيمين الصلاة ۚ والمؤتون الزكاة والمؤمنون بالله واليوم الآخر أولئك سنؤتيهم أجرا عظيما
655,النساء,4,163,۞ إنا أوحينا إليك كما أوحينا إلى نوح والنبيين من بعده ۚ وأوحينا إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وعيسى وأيوب ويونس وهارون وسليمان ۚ وآتينا داوود زبورا
656,النساء,4,164,ورسلا قد قصصناهم عليك من قبل ورسلا لم نقصصهم عليك ۚ وكلم الله موسى تكليما
657,النساء,4,165,رسلا مبشرين ومنذرين لئلا يكون للناس على الله حجة بعد الرسل ۚ وكان الله عزيزا حكيما
658,النساء,4,166,لكن الله يشهد بما أنزل إليك ۖ أنزله بعلمه ۖ والملائكة يشهدون ۚ وكفى بالله شهيدا
659,النساء,4,167,إن الذين كفروا وصدوا عن سبيل الله قد ضلوا ضلالا بعيدا
660,النساء,4,168,إن الذين كفروا وظلموا لم يكن الله ليغفر لهم ولا ليهديهم طريقا
661,النساء,4,169,إلا طريق جهنم خالدين فيها أبدا ۚ وكان ذلك على الله يسيرا
662,النساء,4,170,يا أيها الناس قد جاءكم الرسول بالحق من ربكم فآمنوا خيرا لكم ۚ وإن تكفروا فإن لله ما في السماوات والأرض ۚ وكان الله عليما حكيما
663,النساء,4,171,يا أهل الكتاب لا تغلوا في دينكم ولا تقولوا على الله إلا الحق ۚ إنما المسيح عيسى ابن مريم رسول الله وكلمته ألقاها إلى مريم وروح منه ۖ فآمنوا بالله ورسله ۖ ولا تقولوا ثلاثة ۚ انتهوا خيرا لكم ۚ إنما الله إله واحد ۖ سبحانه أن يكون له ولد ۘ له ما في السماوات وما في الأرض ۗ وكفى بالله وكيلا
664,النساء,4,172,لن يستنكف المسيح أن يكون عبدا لله ولا الملائكة المقربون ۚ ومن يستنكف عن عبادته ويستكبر فسيحشرهم إليه جميعا
665,النساء,4,173,فأما الذين آمنوا وعملوا الصالحات فيوفيهم أجورهم ويزيدهم من فضله ۖ وأما الذين استنكفوا واستكبروا فيعذبهم عذابا أليما ولا يجدون لهم من دون الله وليا ولا نصيرا
666,النساء,4,174,يا أيها الناس قد جاءكم برهان من ربكم وأنزلنا إليكم نورا مبينا
667,النساء,4,175,فأما الذين آمنوا بالله واعتصموا به فسيدخلهم في رحمة منه وفضل ويهديهم إليه صراطا مستقيما
668,النساء,4,176,يستفتونك قل الله يفتيكم في الكلالة ۚ إن امرؤ هلك ليس له ولد وله أخت فلها نصف ما ترك ۚ وهو يرثها إن لم يكن لها ولد ۚ فإن كانتا اثنتين فلهما الثلثان مما ترك ۚ وإن كانوا إخوة رجالا ونساء فللذكر مثل حظ الأنثيين ۗ يبين الله لكم أن تضلوا ۗ والله بكل شيء عليم
669,المائدة,5,1, يا أيها الذين آمنوا أوفوا بالعقود ۚ أحلت لكم بهيمة الأنعام إلا ما يتلى عليكم غير محلي الصيد وأنتم حرم ۗ إن الله يحكم ما يريد
670,المائدة,5,2,يا أيها الذين آمنوا لا تحلوا شعائر الله ولا الشهر الحرام ولا الهدي ولا القلائد ولا آمين البيت الحرام يبتغون فضلا من ربهم ورضوانا ۚ وإذا حللتم فاصطادوا ۚ ولا يجرمنكم شنآن قوم أن صدوكم عن المسجد الحرام أن تعتدوا ۘ وتعاونوا على البر والتقوى ۖ ولا تعاونوا على الإثم والعدوان ۚ واتقوا الله ۖ إن الله شديد العقاب
671,المائدة,5,3,حرمت عليكم الميتة والدم ولحم الخنزير وما أهل لغير الله به والمنخنقة والموقوذة والمتردية والنطيحة وما أكل السبع إلا ما ذكيتم وما ذبح على النصب وأن تستقسموا بالأزلام ۚ ذلكم فسق ۗ اليوم يئس الذين كفروا من دينكم فلا تخشوهم واخشون ۚ اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا ۚ فمن اضطر في مخمصة غير متجانف لإثم ۙ فإن الله غفور رحيم
672,المائدة,5,4,يسألونك ماذا أحل لهم ۖ قل أحل لكم الطيبات ۙ وما علمتم من الجوارح مكلبين تعلمونهن مما علمكم الله ۖ فكلوا مما أمسكن عليكم واذكروا اسم الله عليه ۖ واتقوا الله ۚ إن الله سريع الحساب
673,المائدة,5,5,اليوم أحل لكم الطيبات ۖ وطعام الذين أوتوا الكتاب حل لكم وطعامكم حل لهم ۖ والمحصنات من المؤمنات والمحصنات من الذين أوتوا الكتاب من قبلكم إذا آتيتموهن أجورهن محصنين غير مسافحين ولا متخذي أخدان ۗ ومن يكفر بالإيمان فقد حبط عمله وهو في الآخرة من الخاسرين
674,المائدة,5,6,يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين ۚ وإن كنتم جنبا فاطهروا ۚ وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه ۚ ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم لعلكم تشكرون
675,المائدة,5,7,واذكروا نعمة الله عليكم وميثاقه الذي واثقكم به إذ قلتم سمعنا وأطعنا ۖ واتقوا الله ۚ إن الله عليم بذات الصدور
676,المائدة,5,8,يا أيها الذين آمنوا كونوا قوامين لله شهداء بالقسط ۖ ولا يجرمنكم شنآن قوم على ألا تعدلوا ۚ اعدلوا هو أقرب للتقوى ۖ واتقوا الله ۚ إن الله خبير بما تعملون
677,المائدة,5,9,وعد الله الذين آمنوا وعملوا الصالحات ۙ لهم مغفرة وأجر عظيم
678,المائدة,5,10,والذين كفروا وكذبوا بآياتنا أولئك أصحاب الجحيم
679,المائدة,5,11,يا أيها الذين آمنوا اذكروا نعمت الله عليكم إذ هم قوم أن يبسطوا إليكم أيديهم فكف أيديهم عنكم ۖ واتقوا الله ۚ وعلى الله فليتوكل المؤمنون
680,المائدة,5,12,۞ ولقد أخذ الله ميثاق بني إسرائيل وبعثنا منهم اثني عشر نقيبا ۖ وقال الله إني معكم ۖ لئن أقمتم الصلاة وآتيتم الزكاة وآمنتم برسلي وعزرتموهم وأقرضتم الله قرضا حسنا لأكفرن عنكم سيئاتكم ولأدخلنكم جنات تجري من تحتها الأنهار ۚ فمن كفر بعد ذلك منكم فقد ضل سواء السبيل
681,المائدة,5,13,فبما نقضهم ميثاقهم لعناهم وجعلنا قلوبهم قاسية ۖ يحرفون الكلم عن مواضعه ۙ ونسوا حظا مما ذكروا به ۚ ولا تزال تطلع على خائنة منهم إلا قليلا منهم ۖ فاعف عنهم واصفح ۚ إن الله يحب المحسنين
682,المائدة,5,14,ومن الذين قالوا إنا نصارى أخذنا ميثاقهم فنسوا حظا مما ذكروا به فأغرينا بينهم العداوة والبغضاء إلى يوم القيامة ۚ وسوف ينبئهم الله بما كانوا يصنعون
683,المائدة,5,15,يا أهل الكتاب قد جاءكم رسولنا يبين لكم كثيرا مما كنتم تخفون من الكتاب ويعفو عن كثير ۚ قد جاءكم من الله نور وكتاب مبين
684,المائدة,5,16,يهدي به الله من اتبع رضوانه سبل السلام ويخرجهم من الظلمات إلى النور بإذنه ويهديهم إلى صراط مستقيم
685,المائدة,5,17,لقد كفر الذين قالوا إن الله هو المسيح ابن مريم ۚ قل فمن يملك من الله شيئا إن أراد أن يهلك المسيح ابن مريم وأمه ومن في الأرض جميعا ۗ ولله ملك السماوات والأرض وما بينهما ۚ يخلق ما يشاء ۚ والله على كل شيء قدير
686,المائدة,5,18,وقالت اليهود والنصارى نحن أبناء الله وأحباؤه ۚ قل فلم يعذبكم بذنوبكم ۖ بل أنتم بشر ممن خلق ۚ يغفر لمن يشاء ويعذب من يشاء ۚ ولله ملك السماوات والأرض وما بينهما ۖ وإليه المصير
687,المائدة,5,19,يا أهل الكتاب قد جاءكم رسولنا يبين لكم على فترة من الرسل أن تقولوا ما جاءنا من بشير ولا نذير ۖ فقد جاءكم بشير ونذير ۗ والله على كل شيء قدير
688,المائدة,5,20,وإذ قال موسى لقومه يا قوم اذكروا نعمة الله عليكم إذ جعل فيكم أنبياء وجعلكم ملوكا وآتاكم ما لم يؤت أحدا من العالمين
689,المائدة,5,21,يا قوم ادخلوا الأرض المقدسة التي كتب الله لكم ولا ترتدوا على أدباركم فتنقلبوا خاسرين
690,المائدة,5,22,قالوا يا موسى إن فيها قوما جبارين وإنا لن ندخلها حتى يخرجوا منها فإن يخرجوا منها فإنا داخلون
691,المائدة,5,23,قال رجلان من الذين يخافون أنعم الله عليهما ادخلوا عليهم الباب فإذا دخلتموه فإنكم غالبون ۚ وعلى الله فتوكلوا إن كنتم مؤمنين
692,المائدة,5,24,قالوا يا موسى إنا لن ندخلها أبدا ما داموا فيها ۖ فاذهب أنت وربك فقاتلا إنا هاهنا قاعدون
693,المائدة,5,25,قال رب إني لا أملك إلا نفسي وأخي ۖ فافرق بيننا وبين القوم الفاسقين
694,المائدة,5,26,قال فإنها محرمة عليهم ۛ أربعين سنة ۛ يتيهون في الأرض ۚ فلا تأس على القوم الفاسقين
695,المائدة,5,27,۞ واتل عليهم نبأ ابني آدم بالحق إذ قربا قربانا فتقبل من أحدهما ولم يتقبل من الآخر قال لأقتلنك ۖ قال إنما يتقبل الله من المتقين
696,المائدة,5,28,لئن بسطت إلي يدك لتقتلني ما أنا بباسط يدي إليك لأقتلك ۖ إني أخاف الله رب العالمين
697,المائدة,5,29,إني أريد أن تبوء بإثمي وإثمك فتكون من أصحاب النار ۚ وذلك جزاء الظالمين
698,المائدة,5,30,فطوعت له نفسه قتل أخيه فقتله فأصبح من الخاسرين
699,المائدة,5,31,فبعث الله غرابا يبحث في الأرض ليريه كيف يواري سوءة أخيه ۚ قال يا ويلتى أعجزت أن أكون مثل هذا الغراب فأواري سوءة أخي ۖ فأصبح من النادمين
700,المائدة,5,32,من أجل ذلك كتبنا على بني إسرائيل أنه من قتل نفسا بغير نفس أو فساد في الأرض فكأنما قتل الناس جميعا ومن أحياها فكأنما أحيا الناس جميعا ۚ ولقد جاءتهم رسلنا بالبينات ثم إن كثيرا منهم بعد ذلك في الأرض لمسرفون
701,المائدة,5,33,إنما جزاء الذين يحاربون الله ورسوله ويسعون في الأرض فسادا أن يقتلوا أو يصلبوا أو تقطع أيديهم وأرجلهم من خلاف أو ينفوا من الأرض ۚ ذلك لهم خزي في الدنيا ۖ ولهم في الآخرة عذاب عظيم
702,المائدة,5,34,إلا الذين تابوا من قبل أن تقدروا عليهم ۖ فاعلموا أن الله غفور رحيم
703,المائدة,5,35,يا أيها الذين آمنوا اتقوا الله وابتغوا إليه الوسيلة وجاهدوا في سبيله لعلكم تفلحون
704,المائدة,5,36,إن الذين كفروا لو أن لهم ما في الأرض جميعا ومثله معه ليفتدوا به من عذاب يوم القيامة ما تقبل منهم ۖ ولهم عذاب أليم
705,المائدة,5,37,يريدون أن يخرجوا من النار وما هم بخارجين منها ۖ ولهم عذاب مقيم
706,المائدة,5,38,والسارق والسارقة فاقطعوا أيديهما جزاء بما كسبا نكالا من الله ۗ والله عزيز حكيم
707,المائدة,5,39,فمن تاب من بعد ظلمه وأصلح فإن الله يتوب عليه ۗ إن الله غفور رحيم
708,المائدة,5,40,ألم تعلم أن الله له ملك السماوات والأرض يعذب من يشاء ويغفر لمن يشاء ۗ والله على كل شيء قدير
709,المائدة,5,41,۞ يا أيها الرسول لا يحزنك الذين يسارعون في الكفر من الذين قالوا آمنا بأفواههم ولم تؤمن قلوبهم ۛ ومن الذين هادوا ۛ سماعون للكذب سماعون لقوم آخرين لم يأتوك ۖ يحرفون الكلم من بعد مواضعه ۖ يقولون إن أوتيتم هذا فخذوه وإن لم تؤتوه فاحذروا ۚ ومن يرد الله فتنته فلن تملك له من الله شيئا ۚ أولئك الذين لم يرد الله أن يطهر قلوبهم ۚ لهم في الدنيا خزي ۖ ولهم في الآخرة عذاب عظيم
710,المائدة,5,42,سماعون للكذب أكالون للسحت ۚ فإن جاءوك فاحكم بينهم أو أعرض عنهم ۖ وإن تعرض عنهم فلن يضروك شيئا ۖ وإن حكمت فاحكم بينهم بالقسط ۚ إن الله يحب المقسطين
711,المائدة,5,43,وكيف يحكمونك وعندهم التوراة فيها حكم الله ثم يتولون من بعد ذلك ۚ وما أولئك بالمؤمنين
712,المائدة,5,44,إنا أنزلنا التوراة فيها هدى ونور ۚ يحكم بها النبيون الذين أسلموا للذين هادوا والربانيون والأحبار بما استحفظوا من كتاب الله وكانوا عليه شهداء ۚ فلا تخشوا الناس واخشون ولا تشتروا بآياتي ثمنا قليلا ۚ ومن لم يحكم بما أنزل الله فأولئك هم الكافرون
713,المائدة,5,45,وكتبنا عليهم فيها أن النفس بالنفس والعين بالعين والأنف بالأنف والأذن بالأذن والسن بالسن والجروح قصاص ۚ فمن تصدق به فهو كفارة له ۚ ومن لم يحكم بما أنزل الله فأولئك هم الظالمون
714,المائدة,5,46,وقفينا على آثارهم بعيسى ابن مريم مصدقا لما بين يديه من التوراة ۖ وآتيناه الإنجيل فيه هدى ونور ومصدقا لما بين يديه من التوراة وهدى وموعظة للمتقين
715,المائدة,5,47,وليحكم أهل الإنجيل بما أنزل الله فيه ۚ ومن لم يحكم بما أنزل الله فأولئك هم الفاسقون
716,المائدة,5,48,وأنزلنا إليك الكتاب بالحق مصدقا لما بين يديه من الكتاب ومهيمنا عليه ۖ فاحكم بينهم بما أنزل الله ۖ ولا تتبع أهواءهم عما جاءك من الحق ۚ لكل جعلنا منكم شرعة ومنهاجا ۚ ولو شاء الله لجعلكم أمة واحدة ولكن ليبلوكم في ما آتاكم ۖ فاستبقوا الخيرات ۚ إلى الله مرجعكم جميعا فينبئكم بما كنتم فيه تختلفون
717,المائدة,5,49,وأن احكم بينهم بما أنزل الله ولا تتبع أهواءهم واحذرهم أن يفتنوك عن بعض ما أنزل الله إليك ۖ فإن تولوا فاعلم أنما يريد الله أن يصيبهم ببعض ذنوبهم ۗ وإن كثيرا من الناس لفاسقون
718,المائدة,5,50,أفحكم الجاهلية يبغون ۚ ومن أحسن من الله حكما لقوم يوقنون
719,المائدة,5,51,۞ يا أيها الذين آمنوا لا تتخذوا اليهود والنصارى أولياء ۘ بعضهم أولياء بعض ۚ ومن يتولهم منكم فإنه منهم ۗ إن الله لا يهدي القوم الظالمين
720,المائدة,5,52,فترى الذين في قلوبهم مرض يسارعون فيهم يقولون نخشى أن تصيبنا دائرة ۚ فعسى الله أن يأتي بالفتح أو أمر من عنده فيصبحوا على ما أسروا في أنفسهم نادمين
721,المائدة,5,53,ويقول الذين آمنوا أهؤلاء الذين أقسموا بالله جهد أيمانهم ۙ إنهم لمعكم ۚ حبطت أعمالهم فأصبحوا خاسرين
722,المائدة,5,54,يا أيها الذين آمنوا من يرتد منكم عن دينه فسوف يأتي الله بقوم يحبهم ويحبونه أذلة على المؤمنين أعزة على الكافرين يجاهدون في سبيل الله ولا يخافون لومة لائم ۚ ذلك فضل الله يؤتيه من يشاء ۚ والله واسع عليم
723,المائدة,5,55,إنما وليكم الله ورسوله والذين آمنوا الذين يقيمون الصلاة ويؤتون الزكاة وهم راكعون
